first call	mean (ms)	std		second call	mean	std
org.springframework.http.client.reactive.ReactorClientHttpResponse.lambda$getHeaders$1(org.springframework.http.HttpHeaders,java.util.Map$Entry)	0.2080530227	0.04275225101		org.springframework.core.ResolvableType.hasGenerics()	0.05464188889	0.01417446885
org.springframework.web.reactive.function.BodyExtractors.lambda$readWithMessageReaders$18(org.springframework.core.ResolvableType,org.springframework.http.MediaType,org.springframework.http.codec.HttpMessageReader)	0.203573875	0.03975073184		org.springframework.web.util.HierarchicalUriComponents$Type$7.isAllowed(int)	0.05379486869	0.01767069571
org.springframework.web.util.UriComponentsBuilder.cloneBuilder()	0.2022270682	0.05013085766		org.springframework.http.HttpStatus$Series.valueOf(org.springframework.http.HttpStatus)	0.05350851515	0.01222827401
org.springframework.http.client.reactive.ReactorClientHttpResponse.lambda$getHeaders$1(org.springframework.http.HttpHeaders,java.util.Map$Entry)	0.2011883977	0.04552444216		org.springframework.web.util.HierarchicalUriComponents$Type$7.isAllowed(int)	0.05284138384	0.01470848314
org.springframework.http.HttpHeaders.add(java.lang.String,java.lang.String)	0.1986249318	0.04954010609		org.springframework.core.ResolvableType.hasGenerics()	0.05257955556	0.01068492258
org.springframework.web.reactive.function.BodyExtractors.lambda$readWithMessageReaders$18(org.springframework.core.ResolvableType,org.springframework.http.MediaType,org.springframework.http.codec.HttpMessageReader)	0.1954533864	0.04079459145		org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.05220344444	0.01452665534
org.springframework.http.HttpHeaders.readOnlyHttpHeaders(org.springframework.http.HttpHeaders)	0.1900154318	0.02804168166		org.springframework.http.HttpHeaders.getFirst(java.lang.String)	0.05152722222	0.0106426405
org.springframework.http.codec.DecoderHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	0.1874144318	0.03722675381		org.springframework.web.util.HierarchicalUriComponents$Type$7.isAllowed(int)	0.05097410101	0.01160464495
org.springframework.http.HttpHeaders.add(java.lang.String,java.lang.String)	0.1866064091	0.04812708377		org.springframework.web.util.HierarchicalUriComponents$Type$7.isAllowed(int)	0.05081159596	0.01012115147
org.springframework.http.HttpHeaders.add(java.lang.String,java.lang.String)	0.1852538636	0.06929287586		org.springframework.core.codec.AbstractDecoder.lambda$canDecode$0(org.springframework.util.MimeType,org.springframework.util.MimeType)	0.05058488889	0.01555752203
org.springframework.http.HttpHeaders.add(java.lang.String,java.lang.String)	0.1833016705	0.03711664775		org.springframework.http.HttpStatus$Series.valueOf(org.springframework.http.HttpStatus)	0.05013548485	0.009388482623
org.springframework.web.reactive.function.BodyExtractors.lambda$readWithMessageReaders$18(org.springframework.core.ResolvableType,org.springframework.http.MediaType,org.springframework.http.codec.HttpMessageReader)	0.1801582727	0.03631611027		org.springframework.core.codec.AbstractDataBufferDecoder.decodeToMono(org.reactivestreams.Publisher,org.springframework.core.ResolvableType,org.springframework.util.MimeType,java.util.Map)	0.04974121212	0.009265358783
org.springframework.http.HttpHeaders.add(java.lang.String,java.lang.String)	0.1780316477	0.04014582095		org.springframework.core.io.buffer.NettyDataBufferFactory.wrap(io.netty.buffer.ByteBuf)	0.04964788889	0.01312171828
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.1746729659	0.03866374091		org.springframework.core.io.buffer.DataBufferUtils.release(org.springframework.core.io.buffer.DataBuffer)	0.047753	0.01431807397
org.springframework.http.codec.ServerSentEventHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	0.1722590909	0.03630550552		org.springframework.web.util.UriComponentsBuilder$FullPathComponentBuilder.cloneBuilder()	0.04647456566	0.007647738717
org.springframework.core.codec.StringDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.1692984318	0.03382445726		org.springframework.web.reactive.function.BodyExtractors.toMono(java.lang.Class)	0.04517037374	0.008772426843
org.springframework.web.reactive.function.BodyExtractors.lambda$readWithMessageReaders$18(org.springframework.core.ResolvableType,org.springframework.http.MediaType,org.springframework.http.codec.HttpMessageReader)	0.1683266818	0.03199697598		org.springframework.core.ResolvableType.getGenerics()	0.04324994949	0.00925110202
org.springframework.http.codec.DecoderHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	0.1627000909	0.03291650823		org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.0428519697	0.008002201662
org.springframework.web.reactive.function.client.DefaultClientRequestBuilder.cookies(java.util.function.Consumer)	0.1626898068	0.03135371828		org.springframework.http.HttpHeaders.addAll(org.springframework.util.MultiValueMap)	0.04183551515	0.01182652292
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.1607139545	0.03577234295		org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.04090706061	0.0100541712
org.springframework.util.MimeTypeUtils.parseMimeType(java.lang.String)	0.1563412955	0.04298108043		org.springframework.util.MimeType.isCompatibleWith(org.springframework.util.MimeType)	0.04082963636	0.01474905331
org.springframework.util.MimeTypeUtils.parseMimeType(java.lang.String)	0.1552628068	0.02998996912		org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.04032933333	0.0138596131
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.1545430909	0.03723533643		org.springframework.util.MimeType.isCompatibleWith(org.springframework.util.MimeType)	0.04028278788	0.009920120455
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object[])	0.1532158977	0.03355007206		org.springframework.util.MimeType.isCompatibleWith(org.springframework.util.MimeType)	0.0401490303	0.02494947036
org.springframework.http.HttpStatus.series()	0.1531268977	0.04512382993		org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.04008992929	0.01603107311
org.springframework.core.ResolvableType.isArray()	0.1530350114	0.04766862595		org.springframework.http.codec.DecoderHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	0.03925807071	0.01287429077
org.springframework.util.ConcurrentReferenceHashMap.get(java.lang.Object)	0.1528695341	0.04057975419		org.springframework.web.reactive.function.client.DefaultClientResponse$1.messageReaders()	0.03924131313	0.01252187166
org.springframework.http.codec.DecoderHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	0.1511054773	0.02775659128		org.springframework.web.util.UriComponentsBuilder$CompositePathComponentBuilder.build()	0.03901527273	0.01029350165
org.springframework.core.ResolvableType.hasUnresolvableGenerics()	0.15048925	0.04509162345		org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.03853288889	0.01203482191
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.1498578864	0.03458535608		org.springframework.core.ResolvableType.isArray()	0.03852425253	0.007741720066
org.springframework.core.codec.AbstractDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.1497055	0.03083160919		org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.03851030303	0.01379891197
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object[])	0.1427908295	0.03055246829		org.springframework.util.ClassUtils.isAssignable(java.lang.Class,java.lang.Class)	0.03826447475	0.007253925712
org.springframework.util.ConcurrentReferenceHashMap$1.execute(org.springframework.util.ConcurrentReferenceHashMap$Reference,org.springframework.util.ConcurrentReferenceHashMap$Entry,org.springframework.util.ConcurrentReferenceHashMap$Entries)	0.1418595568	0.04032844092		org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.03804691919	0.01046076052
org.springframework.util.ConcurrentReferenceHashMap.get(java.lang.Object)	0.1409719432	0.0268469786		org.springframework.util.Assert.isInstanceOf(java.lang.Class,java.lang.Object)	0.03800361616	0.01086540408
org.springframework.core.codec.ByteBufferDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.1404261364	0.0295635441		org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.03798817172	0.009974926287
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object[])	0.1371466705	0.0342887685		org.springframework.core.ResolvableType.getGenerics()	0.03794174747	0.01015486144
org.springframework.util.ObjectUtils.nullSafeEquals(java.lang.Object,java.lang.Object)	0.1365962159	0.03116438691		org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.03783863636	0.009061048706
org.springframework.util.ConcurrentReferenceHashMap.getEntryIfAvailable(java.lang.Object)	0.1356329318	0.03730139875		org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.03748448485	0.009752046317
org.springframework.util.ConcurrentReferenceHashMap$1.execute(org.springframework.util.ConcurrentReferenceHashMap$Reference,org.springframework.util.ConcurrentReferenceHashMap$Entry,org.springframework.util.ConcurrentReferenceHashMap$Entries)	0.1344990114	0.02665214031		org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.03725754545	0.010806592
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object[])	0.1328340227	0.03189903989		org.springframework.web.util.HierarchicalUriComponents$Type.isPchar(int)	0.03687028283	0.01504814758
org.springframework.core.codec.AbstractDecoder.lambda$canDecode$0(org.springframework.util.MimeType,org.springframework.util.MimeType)	0.1317879773	0.03976733155		org.springframework.http.HttpStatus.valueOf(int)	0.03672679798	0.007784460144
org.springframework.http.HttpStatus$Series.valueOf(org.springframework.http.HttpStatus)	0.1297901591	0.02922808528		org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.03672550505	0.00917927808
org.springframework.core.codec.DataBufferDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.1282760682	0.02323577947		org.springframework.core.ResolvableType.getGenerics()	0.03666469697	0.009719265578
org.springframework.util.CollectionUtils.unmodifiableMultiValueMap(org.springframework.util.MultiValueMap)	0.1231434091	0.04798344951		org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.03649047475	0.00871714019
org.springframework.core.codec.AbstractDecoder.lambda$canDecode$0(org.springframework.util.MimeType,org.springframework.util.MimeType)	0.123121375	0.02517226499		org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.03639789899	0.008475817821
org.springframework.util.ConcurrentReferenceHashMap.getEntryIfAvailable(java.lang.Object)	0.123048875	0.0222097952		org.springframework.web.reactive.function.client.DefaultWebClient.get()	0.03636423232	0.008989808043
org.springframework.util.ObjectUtils.nullSafeEquals(java.lang.Object,java.lang.Object)	0.1222206591	0.02730050969		org.springframework.core.ResolvableType.getGenerics()	0.03628536364	0.006792734643
org.springframework.util.CollectionUtils.unmodifiableMultiValueMap(org.springframework.util.MultiValueMap)	0.1173762614	0.02696378094		org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.03600913131	0.009380333191
org.springframework.util.CollectionUtils.unmodifiableMultiValueMap(org.springframework.util.MultiValueMap)	0.1165015795	0.02519816051		org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.03599011111	0.007482686782
org.springframework.util.ConcurrentReferenceHashMap.getReference(java.lang.Object,org.springframework.util.ConcurrentReferenceHashMap$Restructure)	0.1161404432	0.02621437802		org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.ResolvableType$VariableResolver)	0.03567444444	0.007667307178
org.springframework.core.ResolvableType.resolveClass()	0.1157898636	0.03170797374		org.springframework.web.util.HierarchicalUriComponents$Type.isPchar(int)	0.0352539899	0.008696612476
org.springframework.util.ObjectUtils.arrayEquals(java.lang.Object,java.lang.Object)	0.1157517273	0.02675879598		org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.ResolvableType$VariableResolver)	0.03489349495	0.007467495523
org.springframework.core.ResolvableType.resolveClass()	0.1138428977	0.03732383008		org.springframework.util.MimeType.isCompatibleWith(org.springframework.util.MimeType)	0.03461218182	0.01297497651
org.springframework.util.MimeType.isCompatibleWith(org.springframework.util.MimeType)	0.1125151932	0.03311344771		org.springframework.core.codec.StringDecoder.getCharset(org.springframework.util.MimeType)	0.03454212121	0.00636185681
org.springframework.util.Assert.isInstanceOf(java.lang.Class,java.lang.Object)	0.1119601932	0.02471801326		org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.ResolvableType$VariableResolver)	0.03448018182	0.006389491014
org.springframework.web.util.UriComponentsBuilder$CompositePathComponentBuilder.cloneBuilder()	0.1091548636	0.03524923623		org.springframework.web.util.HierarchicalUriComponents$Type.isPchar(int)	0.03437927273	0.007222007117
org.springframework.util.CollectionUtils.unmodifiableMultiValueMap(org.springframework.util.MultiValueMap)	0.1078077386	0.02940502953		org.springframework.web.util.HierarchicalUriComponents$Type.isPchar(int)	0.03409209091	0.007573621249
org.springframework.core.io.buffer.DataBufferUtils.release(org.springframework.core.io.buffer.DataBuffer)	0.1075002386	0.03427474036		org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.03403769697	0.006987821405
org.springframework.util.MimeType.isCompatibleWith(org.springframework.util.MimeType)	0.1065150227	0.02150300121		org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.02921471717	0.007524278618
org.springframework.web.util.HierarchicalUriComponents$Type$7.isAllowed(int)	0.1057005795	0.0207070134		org.springframework.core.io.buffer.DataBufferUtils.join(org.reactivestreams.Publisher)	0.02715791919	0.005169041534
org.springframework.util.ConcurrentReferenceHashMap.getReference(java.lang.Object,org.springframework.util.ConcurrentReferenceHashMap$Restructure)	0.1056476364	0.01909833638		org.springframework.core.io.buffer.NettyDataBuffer.release()	0.02711552525	0.01157718118
org.springframework.util.ObjectUtils.arrayEquals(java.lang.Object,java.lang.Object)	0.1041666364	0.02419025319		org.springframework.web.util.UriComponentsBuilder$FullPathComponentBuilder.cloneBuilder()	0.02579775758	0.004673616386
org.springframework.util.ConcurrentReferenceHashMap$Segment$1.add(java.lang.Object)	0.1024659091	0.03141103083		org.springframework.util.LinkedMultiValueMap.putAll(java.util.Map)	0.02534370707	0.007198820671
org.springframework.util.LinkedCaseInsensitiveMap.put(java.lang.Object,java.lang.Object)	0.09935721591	0.02678547107		org.springframework.util.CollectionUtils.toMultiValueMap(java.util.Map)	0.02436573737	0.009693410865
org.springframework.util.LinkedCaseInsensitiveMap.get(java.lang.Object)	0.099316625	0.01982001931		org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.0236790101	0.004851887125
org.springframework.util.ConcurrentReferenceHashMap$Segment$1.add(java.lang.Object)	0.09648840909	0.01800502743		org.springframework.core.ResolvableType.equals(java.lang.Object)	0.02339807071	0.005810901959
org.springframework.http.MediaType.includes(org.springframework.http.MediaType)	0.09607531818	0.01859815242		org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.02291887879	0.04763089542
org.springframework.util.LinkedCaseInsensitiveMap.put(java.lang.Object,java.lang.Object)	0.09439497727	0.03141257995		org.springframework.util.MimeType.isWildcardType()	0.02268333333	0.02170975854
org.springframework.http.HttpStatus.is5xxServerError()	0.09321469318	0.02091578421		org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.02261831313	0.006647925814
org.springframework.util.LinkedCaseInsensitiveMap.put(java.lang.Object,java.lang.Object)	0.09249103409	0.05338782131		org.springframework.core.SerializableTypeWrapper.forGenericSuperclass(java.lang.Class)	0.02250768687	0.004775522009
org.springframework.core.ResolvableType$WildcardBounds.get(org.springframework.core.ResolvableType)	0.09237354545	0.02478920573		org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.02218291919	0.01371746695
org.springframework.core.ResolvableType.getGenerics()	0.09110454545	0.02019992298		org.springframework.util.MimeType.isWildcardType()	0.02174222222	0.006829034761
org.springframework.util.LinkedCaseInsensitiveMap.put(java.lang.Object,java.lang.Object)	0.08999872727	0.02369914323		org.springframework.util.MimeType.isWildcardType()	0.02167315152	0.005175472258
org.springframework.util.LinkedCaseInsensitiveMap.put(java.lang.Object,java.lang.Object)	0.08804980682	0.01843939634		org.springframework.http.HttpHeaders.isEmpty()	0.02154426263	0.009072573383
org.springframework.util.LinkedCaseInsensitiveMap.put(java.lang.Object,java.lang.Object)	0.08760085227	0.02406994549		org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.0213470404	0.009408952443
org.springframework.core.codec.AbstractDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.08590814773	0.01985989955		org.springframework.web.util.HierarchicalUriComponents$Type$1.isAllowed(int)	0.021333	0.005813351173
org.springframework.web.util.HierarchicalUriComponents$Type.isPchar(int)	0.08365839773	0.01692058005		org.springframework.util.Assert.isInstanceOf(java.lang.Class,java.lang.Object,java.lang.String)	0.02130106061	0.008720236754
org.springframework.util.Assert.isInstanceOf(java.lang.Class,java.lang.Object,java.lang.String)	0.08211106818	0.01852762749		org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.021233	0.005759215349
org.springframework.util.ObjectUtils.nullSafeEquals(java.lang.Object,java.lang.Object)	0.08133793182	0.01939524814		org.springframework.util.CollectionUtils.toMultiValueMap(java.util.Map)	0.02108711111	0.004621810256
org.springframework.util.LinkedCaseInsensitiveMap.put(java.lang.String,java.lang.Object)	0.08099468182	0.02267368024		org.springframework.core.codec.ResourceDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.02072023232	0.005295715125
org.springframework.core.codec.AbstractDecoder.canDecode(org.springframework.core.ResolvableType,org.springframework.util.MimeType)	0.07918227273	0.01463903324		org.springframework.util.MimeType.isWildcardType()	0.02068622222	0.006654106933
org.springframework.core.ResolvableType.resolveType()	0.07837021591	0.01607640155		org.springframework.http.HttpHeaders.entrySet()	0.02059981818	0.005638533568
org.springframework.core.codec.AbstractDecoder.lambda$canDecode$0(org.springframework.util.MimeType,org.springframework.util.MimeType)	0.07769817045	0.01977835896		org.springframework.http.HttpStatus.resolve(int)	0.02058458586	0.004470591324
org.springframework.util.LinkedCaseInsensitiveMap.put(java.lang.String,java.lang.Object)	0.07705136364	0.02849876061		org.springframework.util.MimeType.isWildcardType()	0.02057352525	0.005000400766
org.springframework.core.ResolvableType.resolveType()	0.07681606818	0.04115259518		org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.0204079697	0.0074062859
org.springframework.core.ResolvableType.resolveType()	0.07671657955	0.02009748638		org.springframework.web.util.HierarchicalUriComponents.getQuery()	0.02030887879	0.005267537788
org.springframework.util.MimeType.includes(org.springframework.util.MimeType)	0.07648606818	0.01512359479		org.springframework.http.HttpHeaders.entrySet()	0.02028866667	0.005278518439
org.springframework.core.ResolvableType.resolveType()	0.07570895455	0.02426926057		org.springframework.web.util.HierarchicalUriComponents$Type$1.isAllowed(int)	0.02026749495	0.006388299341
org.springframework.util.LinkedCaseInsensitiveMap.put(java.lang.String,java.lang.Object)	0.07538760227	0.05083362803		org.springframework.web.util.HierarchicalUriComponents$Type$1.isAllowed(int)	0.02007185859	0.006063422368
org.springframework.http.HttpStatus.series()	0.07514630682	0.01733216455		org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.02001285859	0.007973615429
org.springframework.core.ResolvableType.equals(java.lang.Object)	0.07437097727	0.01502152203		org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.01998573737	0.005407412082
org.springframework.util.LinkedCaseInsensitiveMap.put(java.lang.String,java.lang.Object)	0.07321540909	0.01981479617		org.springframework.util.LinkedMultiValueMap.addAll(org.springframework.util.MultiValueMap)	0.01998412121	0.005341662807
org.springframework.core.ResolvableType.getType()	0.07175198864	0.0106430021		org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01995865657	0.007724877619
org.springframework.util.LinkedCaseInsensitiveMap.put(java.lang.String,java.lang.Object)	0.07148643182	0.01512785588		org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.01986909091	0.009615195778
org.springframework.util.LinkedCaseInsensitiveMap.put(java.lang.String,java.lang.Object)	0.07100565909	0.01966668484		org.springframework.web.util.HierarchicalUriComponents$Type$1.isAllowed(int)	0.01979130303	0.004440222197
org.springframework.http.HttpHeaders.getFirst(java.lang.String)	0.07083171591	0.01487239438		org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.01969714141	0.008194638733
org.springframework.util.ObjectUtils.nullSafeEquals(java.lang.Object,java.lang.Object)	0.07071347727	0.01459112152		org.springframework.http.HttpStatus$Series.valueOf(int)	0.01966244444	0.005081107911
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.07047340909	0.01429079415		org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.01965763636	0.003747155022
org.springframework.web.reactive.function.BodyExtractors.lambda$readWithMessageReaders$18(org.springframework.core.ResolvableType,org.springframework.http.MediaType,org.springframework.http.codec.HttpMessageReader)	0.06742648864	0.01436115168		org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.01950113131	0.005093214634
org.springframework.http.HttpHeaders.entrySet()	0.06680053409	0.0204079879		org.springframework.core.ResolvableType.getSuperType()	0.01941281818	0.005676764451
org.springframework.util.ClassUtils.isAssignable(java.lang.Class,java.lang.Class)	0.06382271591	0.01817557276		org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.SerializableTypeWrapper$TypeProvider,org.springframework.core.ResolvableType$VariableResolver)	0.0194039697	0.004729490003
org.springframework.core.ResolvableType$SyntheticParameterizedType.equals(java.lang.Object)	0.06242757955	0.01587352178		org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.01931368687	0.01116695385
org.springframework.core.io.buffer.NettyDataBuffer.release()	0.06116636364	0.01699072415		org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01928588889	0.005576192267
org.springframework.http.HttpStatus.valueOf(int)	0.06075231818	0.02261808309		org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.01927575758	0.006017918925
org.springframework.http.HttpStatus$Series.valueOf(org.springframework.http.HttpStatus)	0.05886939773	0.01453847382		org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01925413131	0.004286505199
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.05816669318	0.01452641491		org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01921552525	0.005851824544
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.057578875	0.01263583759		org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01917777778	0.00615695042
org.springframework.util.MimeType.isCompatibleWith(org.springframework.util.MimeType)	0.05696673864	0.01560208781		org.springframework.core.io.buffer.NettyDataBuffer.factory()	0.01911951515	0.004566563289
org.springframework.core.ResolvableType.hasGenerics()	0.05672223864	0.01198449866		org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01898752525	0.00446360169
org.springframework.http.HttpHeaders.getFirst(java.lang.String)	0.05667878409	0.01622823877		org.springframework.http.codec.ServerSentEventHttpMessageReader.isServerSentEvent(org.springframework.core.ResolvableType)	0.01890648485	0.003760755628
org.springframework.core.ResolvableType.hasGenerics()	0.05576736364	0.01182751352		org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.018749	0.006370771246
org.springframework.core.codec.AbstractDecoder.lambda$canDecode$0(org.springframework.util.MimeType,org.springframework.util.MimeType)	0.05566295455	0.01367513294		org.springframework.web.util.HierarchicalUriComponents.getPath()	0.01871917172	0.006183889045
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.05522761364	0.01640568474		org.springframework.http.HttpHeaders.entrySet()	0.01871663636	0.00603379861
org.springframework.core.ResolvableType$SyntheticParameterizedType.equals(java.lang.Object)	0.05435710227	0.01169228119		org.springframework.util.MimeType.isWildcardType()	0.01867822222	0.01062896203
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.05354644318	0.01629297059		org.springframework.util.MimeType.isWildcardType()	0.01864853535	0.005141907645
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.05353559091	0.01362576255		org.springframework.util.CollectionUtils.toMultiValueMap(java.util.Map)	0.01861715152	0.00415364522
org.springframework.core.codec.AbstractDecoder.lambda$canDecode$0(org.springframework.util.MimeType,org.springframework.util.MimeType)	0.05306336364	0.009452532169		org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.SerializableTypeWrapper$TypeProvider,org.springframework.core.ResolvableType$VariableResolver)	0.01856049495	0.004452315841
org.springframework.web.util.HierarchicalUriComponents$Type$7.isAllowed(int)	0.05274684091	0.01465419889		org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.01855862626	0.005844546616
org.springframework.web.util.HierarchicalUriComponents$Type$7.isAllowed(int)	0.05264314773	0.009677575206		org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01849375758	0.004338407018
org.springframework.core.codec.AbstractDecoder.lambda$canDecode$0(org.springframework.util.MimeType,org.springframework.util.MimeType)	0.05216552273	0.01186040885		org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.01840276768	0.007456107512
org.springframework.web.reactive.function.client.DefaultClientResponse$1.messageReaders()	0.05191872727	0.01471885368		org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.01839174747	0.00460549333
org.springframework.http.codec.DecoderHttpMessageReader.canRead(org.springframework.core.ResolvableType,org.springframework.http.MediaType)	0.05115260227	0.01153035166		org.springframework.util.MimeType.isWildcardType()	0.01838259596	0.006775892804
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.05104956818	0.01557868354		org.springframework.util.MimeType.getCharset()	0.01836044444	0.003332925776
org.springframework.web.util.HierarchicalUriComponents$Type$7.isAllowed(int)	0.05100382955	0.01074998745		org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01835416162	0.003854969836
org.springframework.web.util.HierarchicalUriComponents$Type$7.isAllowed(int)	0.05077106818	0.008923745156		org.springframework.util.CollectionUtils.toMultiValueMap(java.util.Map)	0.01833193939	0.004553048646
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.05034225	0.01232299926		org.springframework.core.ResolvableType.getType()	0.01823542424	0.00591378937
org.springframework.web.util.UriComponentsBuilder$FullPathComponentBuilder.cloneBuilder()	0.04977005682	0.01608450048		org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.0182290404	0.004169300966
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.04966913636	0.0115881114		org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.SerializableTypeWrapper$TypeProvider,org.springframework.core.ResolvableType$VariableResolver)	0.01821667677	0.00340347089
org.springframework.core.ResolvableType.getGenerics()	0.04932225	0.03570359019		org.springframework.http.HttpStatus$Series.valueOf(int)	0.0181939596	0.003929897963
org.springframework.web.util.HierarchicalUriComponents$FullPathComponent.expand(org.springframework.web.util.UriComponents$UriTemplateVariables,java.util.function.UnaryOperator)	0.04844411364	0.00890786255		org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.01812646465	0.003775588164
org.springframework.core.codec.StringDecoder.getCharset(org.springframework.util.MimeType)	0.04769419318	0.01024813916		org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.01809484848	0.004149919764
org.springframework.web.util.HierarchicalUriComponents$Type$4.isAllowed(int)	0.04660869318	0.02127667361		org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01809120202	0.004331256213
