first call	mean (ms)	std		second call	mean	std
org.springframework.util.MimeType.isWildcardType()	0.02296539773	0.005595679702		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0009295050505	0.001110171944
org.springframework.util.MimeType.isWildcardType()	0.02238256818	0.01105984045		org.springframework.core.ResolvableType.forClass(java.lang.Class)	0.0009066565657	0.0002495891234
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.022378625	0.01104965554		org.springframework.util.LinkedMultiValueMap.entrySet()	0.0009039494949	0.0005397492754
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.02225635227	0.03958800043		org.springframework.util.StringUtils.isEmpty(java.lang.Object)	0.0008912929293	0.0001844712483
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.02211256818	0.007303963598		org.springframework.util.LinkedCaseInsensitiveMap.isEmpty()	0.0008684848485	0.0002775298096
org.springframework.util.ConcurrentReferenceHashMap.getHash(java.lang.Object)	0.02205132955	0.009610748299		org.springframework.core.ResolvableType.forTypes(java.lang.reflect.Type[],org.springframework.core.ResolvableType$VariableResolver)	0.0008333939394	0.000176143182
org.springframework.util.ConcurrentReferenceHashMap$ReferenceManager.createReference(org.springframework.util.ConcurrentReferenceHashMap$Entry,int,org.springframework.util.ConcurrentReferenceHashMap$Reference)	0.022050625	0.007736018607		org.springframework.http.HttpHeaders.lambda$add$5(java.lang.String)	0.0008102020202	0.0003084832553
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.02203655682	0.00975981291		org.springframework.http.HttpHeaders.lambda$add$5(java.lang.String)	0.0007958484848	0.0003607763896
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.02189920455	0.005669079273		org.springframework.util.MimeType.getParameter(java.lang.String)	0.0007946363636	0.0001736909164
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.02173764773	0.003962130938		org.springframework.util.MimeType.checkToken(java.lang.String)	0.0007928888889	0.0002598546559
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.02172130682	0.006967836612		org.springframework.core.ResolvableType.forTypes(java.lang.reflect.Type[],org.springframework.core.ResolvableType$VariableResolver)	0.0007845858586	0.0002008677142
org.springframework.util.CollectionUtils.toMultiValueMap(java.util.Map)	0.02160543182	0.005025681344		org.springframework.web.util.HierarchicalUriComponents.getHostType()	0.0007833636364	0.0001961467939
org.springframework.util.MimeType.isWildcardType()	0.02157939773	0.007463924651		org.springframework.web.util.UriComponentsBuilder$FullPathComponentBuilder.append(java.lang.String)	0.0007811010101	0.0001317648269
org.springframework.util.ObjectUtils.nullSafeHashCode(java.lang.Object)	0.02150525	0.004375277626		org.springframework.util.MimeType.checkToken(java.lang.String)	0.0007767777778	0.0002433683892
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.02123192045	0.008112198195		org.springframework.core.ResolvableType.forTypes(java.lang.reflect.Type[],org.springframework.core.ResolvableType$VariableResolver)	0.0007765959596	0.0001953775893
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.02120482955	0.007209886707		org.springframework.util.LinkedMultiValueMap.size()	0.0007494343434	0.000145447631
org.springframework.http.HttpStatus$Series.valueOf(int)	0.02119277273	0.006974553731		org.springframework.util.MimeType.checkToken(java.lang.String)	0.0007166969697	0.0003690794843
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.02110852273	0.005001047483		org.springframework.core.ResolvableType.forClass(java.lang.Class)	0.0007155353535	0.0003083245802
org.springframework.core.ResolvableType.getSuperType()	0.02105247727	0.006314919704		org.springframework.util.MimeType.checkToken(java.lang.String)	0.0007008989899	0.0003381041467
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.02096667045	0.0125442206		org.springframework.util.LinkedMultiValueMap.size()	0.0006886767677	0.0003241920751
org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.SerializableTypeWrapper$TypeProvider,org.springframework.core.ResolvableType$VariableResolver)	0.02093972727	0.004469395736		org.springframework.http.client.reactive.AbstractClientHttpRequest.getCookies()	0.0006798585859	0.0002895392721
org.springframework.util.MimeType.isWildcardType()	0.02081107955	0.004754675644		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0006788989899	0.0008840266861
org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.02075268182	0.0215161803		org.springframework.util.LinkedCaseInsensitiveMap.entrySet()	0.0006786767677	0.0002856132452
org.springframework.util.MimeType.isWildcardType()	0.02072957955	0.004485969931		org.springframework.core.ResolvableType.resolveType()	0.0006617676768	0.0001484571038
org.springframework.core.ResolvableType.calculateHashCode()	0.02069998864	0.005397559117		org.springframework.util.LinkedMultiValueMap.entrySet()	0.0006475555556	0.0001996841052
org.springframework.util.CollectionUtils.toMultiValueMap(java.util.Map)	0.02058673864	0.006508454543		org.springframework.http.client.reactive.AbstractClientHttpRequest.getHeaders()	0.0006403737374	0.0002373904249
org.springframework.web.util.HierarchicalUriComponents$Type$1.isAllowed(int)	0.02053288636	0.006041701599		org.springframework.web.reactive.function.client.DefaultClientResponse$1.hints()	0.0006269494949	0.0001655578494
org.springframework.util.ConcurrentReferenceHashMap.getHash(java.lang.Object)	0.020513375	0.005555428085		org.springframework.http.client.reactive.AbstractClientHttpRequest.getCookies()	0.000612030303	0.0002617899711
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.02045528409	0.01239047779		org.springframework.web.util.HierarchicalUriComponents$EncodeState.isEncoded()	0.0006089191919	0.0001432499177
org.springframework.core.ResolvableType.getType()	0.02044053409	0.009110678711		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0005834040404	0.0001555808224
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.02043181818	0.008501781735		org.springframework.util.LinkedMultiValueMap.size()	0.000555010101	0.0001626108632
org.springframework.util.CollectionUtils.toMultiValueMap(java.util.Map)	0.02041926136	0.006042537316		org.springframework.web.reactive.function.client.DefaultClientResponse$1.serverResponse()	0.0005395050505	0.0003483293569
org.springframework.core.ResolvableType.getType()	0.02037057955	0.005306452664		org.springframework.core.ResolvableType.resolveType()	0.0005385353535	0.0001403908191
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.02035394318	0.004891059876		org.springframework.util.LinkedMultiValueMap.size()	0.000535969697	0.0001410229908
org.springframework.core.ResolvableType.getType()	0.02029067045	0.003740967943		org.springframework.core.SerializableTypeWrapper.unwrap(java.lang.reflect.Type)	0.0005278080808	0.0001130169985
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.02027793182	0.007409829448		org.springframework.core.ResolvableType.resolveClass()	0.0005266666667	0.000130220171
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.02026009091	0.007682951865		org.springframework.util.LinkedCaseInsensitiveMap.size()	0.0005013737374	0.0001386334886
org.springframework.util.CollectionUtils.toMultiValueMap(java.util.Map)	0.02023279545	0.003772186095		org.springframework.util.ObjectUtils.isEmpty(java.lang.Object[])	0.0004993838384	0.00008912421329
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.02021546591	0.00714466931		org.springframework.util.LinkedMultiValueMap.size()	0.0004983333333	0.0001524370378
org.springframework.util.ConcurrentReferenceHashMap$ReferenceManager.createReference(org.springframework.util.ConcurrentReferenceHashMap$Entry,int,org.springframework.util.ConcurrentReferenceHashMap$Reference)	0.02016065909	0.004706336038		org.springframework.web.util.UriComponents.expandUriComponent(java.lang.String,org.springframework.web.util.UriComponents$UriTemplateVariables,java.util.function.UnaryOperator)	0.0004861919192	0.0001693296753
org.springframework.core.ResolvableType.getType()	0.02013011364	0.006259070866		org.springframework.core.SerializableTypeWrapper.unwrap(java.lang.reflect.Type)	0.0004740808081	0.00017327194
org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.SerializableTypeWrapper$TypeProvider,org.springframework.core.ResolvableType$VariableResolver)	0.02012568182	0.004710774614		org.springframework.core.ResolvableType.getRawClass()	0.0004605555556	0.0002364150272
org.springframework.core.ResolvableType.calculateHashCode()	0.02007415909	0.004521928365		org.springframework.web.util.UriComponents.expandUriComponent(java.lang.String,org.springframework.web.util.UriComponents$UriTemplateVariables,java.util.function.UnaryOperator)	0.0004561717172	0.0001296575942
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.02007239773	0.004352874431		org.springframework.core.ResolvableType.resolveType()	0.0004517171717	0.00008880634253
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.02006065909	0.007161156052		org.springframework.core.SerializableTypeWrapper.unwrap(java.lang.reflect.Type)	0.0004248080808	0.0001366803154
org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.01997864773	0.005641138092		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.000421040404	0.0002033313919
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.01989711364	0.005803246857		org.springframework.util.StringUtils.hasLength(java.lang.String)	0.0004138888889	0.001289092265
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01966472727	0.007070880885		org.springframework.core.SerializableTypeWrapper.unwrap(java.lang.reflect.Type)	0.000403	0.0001477512242
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01955471591	0.004277390594		org.springframework.core.ResolvableType.hasUnresolvableGenerics()	0.0004008484848	0.0002288626849
org.springframework.core.ResolvableType.calculateHashCode()	0.01954465909	0.007726877374		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0003771212121	0.0001471503232
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01951332955	0.00637540925		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0003753939394	0.00008735250983
org.springframework.core.ResolvableType.getType()	0.01950281818	0.003740484022		org.springframework.web.util.UriComponents.expandUriComponent(java.lang.String,org.springframework.web.util.UriComponents$UriTemplateVariables,java.util.function.UnaryOperator)	0.0003680909091	0.0001044494069
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.01945598864	0.004163354443		org.springframework.util.StringUtils.hasLength(java.lang.String)	0.0003642727273	0.0002020631374
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01944336364	0.005601752019		org.springframework.web.reactive.function.BodyInserters.empty()	0.0003636666667	0.0001286906085
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01941667045	0.005164009323		org.springframework.web.util.HierarchicalUriComponents$Type.isSubDelimiter(int)	0.0003563030303	0.00008304318635
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01941525	0.004914052156		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0003528181818	0.0001092566586
org.springframework.core.ResolvableType.getType()	0.01940306818	0.005566462215		org.springframework.core.ResolvableType.resolveClass()	0.0003523838384	0.0001300998612
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01928114773	0.005082239824		org.springframework.web.util.DefaultUriBuilderFactory.access$000(org.springframework.web.util.DefaultUriBuilderFactory)	0.0003516767677	0.00009140417826
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01926921591	0.005085046039		org.springframework.core.ResolvableType.resolveClass()	0.0003516464646	0.0001209894655
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01924770455	0.01006402914		org.springframework.core.ResolvableType.isArray()	0.0003511313131	0.00008532500509
org.springframework.core.ResolvableType.forType(java.lang.reflect.Type,org.springframework.core.SerializableTypeWrapper$TypeProvider,org.springframework.core.ResolvableType$VariableResolver)	0.01917028409	0.006433470979		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0003504545455	0.00009747377505
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01914789773	0.005805955013		org.springframework.web.reactive.function.client.DefaultWebClient.access$100(org.springframework.web.reactive.function.client.DefaultWebClient)	0.0003485656566	0.00009299170829
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.019129125	0.005081081593		org.springframework.web.util.DefaultUriBuilderFactory.access$300(org.springframework.web.util.DefaultUriBuilderFactory)	0.0003462626263	0.00009113621572
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01911145455	0.003897073992		org.springframework.web.reactive.function.client.DefaultWebClient.access$200()	0.0003400707071	0.0000823455705
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01909514773	0.004986693139		org.springframework.util.StringUtils.hasLength(java.lang.String)	0.0003384444444	0.0001279512393
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01909445455	0.00963754845		org.springframework.util.StringUtils.hasLength(java.lang.String)	0.0003334444444	0.0001751217886
org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.01903689773	0.005057150464		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0003292424242	0.00008992478236
org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.01899195455	0.005174509797		org.springframework.core.ResolvableType.getRawClass()	0.0003262121212	0.000107677809
org.springframework.core.ResolvableType.calculateHashCode()	0.01897896591	0.005809349045		org.springframework.core.SerializableTypeWrapper.unwrap(java.lang.reflect.Type)	0.0003245959596	0.0001011062966
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01897259091	0.007333823484		org.springframework.web.util.UriComponents.getScheme()	0.0003245454545	0.0000884957652
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01894088636	0.008274713397		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0003231313131	0.0005613356303
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.01894048864	0.006953471752		org.springframework.web.reactive.function.client.DefaultWebClient.access$400(org.springframework.web.reactive.function.client.DefaultWebClient)	0.0003164848485	0.00008684496387
org.springframework.core.ResolvableType.getType()	0.01892064773	0.00481532362		org.springframework.core.ResolvableType.getRawClass()	0.0003110909091	0.00009740699692
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01890002273	0.00600102773		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0003105050505	0.0001541842905
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01889771591	0.004545784923		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0003073434343	0.0004552499183
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.01888103409	0.006680478258		org.springframework.util.CollectionUtils.isEmpty(java.util.Map)	0.0003046464646	0.00007512821541
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01885847727	0.006474891305		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0003027575758	0.0001027043507
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01881840909	0.007280648837		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0003015555556	0.0003469261914
org.springframework.util.ConcurrentReferenceHashMap.getHash(java.lang.Object)	0.01881417045	0.004089357063		org.springframework.core.ResolvableType.resolve(java.lang.Class)	0.0003001111111	0.0002906596082
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01877021591	0.004426359002		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0002994747475	0.00006291670675
org.springframework.util.ConcurrentReferenceHashMap.getHash(java.lang.Object)	0.01875360227	0.00365988138		org.springframework.core.io.buffer.NettyDataBuffer.factory()	0.000299030303	0.00007562446488
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01874061364	0.004528333201		org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.0002975353535	0.00007770538938
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01872946591	0.006213012611		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0002963838384	0.0004789310426
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01870323864	0.005565390036		org.springframework.util.LinkedCaseInsensitiveMap.removeEldestEntry(java.util.Map$Entry)	0.0002952121212	0.00007307133262
org.springframework.web.reactive.function.client.ExchangeFunctions$DefaultExchangeFunction.lambda$exchange$1(org.reactivestreams.Subscription)	0.01870294318	0.005873183472		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0002949191919	0.0003791695785
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01869171591	0.00442492954		org.springframework.core.io.buffer.NettyDataBuffer.getNativeBuffer()	0.0002944949495	0.0002247178421
org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.01868523864	0.005090922063		org.springframework.core.ResolvableType.getRawClass()	0.0002918181818	0.0000798184004
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01867496591	0.005944211067		org.springframework.web.util.HierarchicalUriComponents$Type.isDigit(int)	0.0002917777778	0.00008643612175
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01866567045	0.004724987337		org.springframework.web.util.HierarchicalUriComponents$FullPathComponent.getPath()	0.0002915959596	0.0004101698076
org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.01866143182	0.005378638474		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.000291030303	0.0004271462138
org.springframework.core.ResolvableType.calculateHashCode()	0.01865602273	0.003499723362		org.springframework.web.util.DefaultUriBuilderFactory.access$100(org.springframework.web.util.DefaultUriBuilderFactory)	0.0002895454545	0.00009317294365
org.springframework.core.ResolvableType.getType()	0.0186335	0.008426278866		org.springframework.util.MimeType.getType()	0.0002872626263	0.0004925687274
org.springframework.web.util.HierarchicalUriComponents$Type$1.isAllowed(int)	0.01860464773	0.007269843119		org.springframework.web.util.DefaultUriBuilderFactory.access$100(org.springframework.web.util.DefaultUriBuilderFactory)	0.0002869292929	0.0003731011792
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01860380682	0.004558292628		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0002863838384	0.00007252581666
org.springframework.util.MimeType.isWildcardType()	0.01859788636	0.004948886125		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0002809494949	0.0000602022473
org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.01858651136	0.005108994244		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0002804343434	0.00007779189561
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01857843182	0.00624598124		org.springframework.util.LinkedCaseInsensitiveMap.removeEldestEntry(java.util.Map$Entry)	0.0002786464646	0.00005599266062
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01857057955	0.004368017929		org.springframework.util.MimeType.getType()	0.0002762424242	0.00009763786843
org.springframework.core.ResolvableType.getType()	0.01855938636	0.004370090069		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0002749494949	0.0001003397636
org.springframework.util.MimeType.isWildcardType()	0.01847548864	0.005215324755		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0002746666667	0.0003197093061
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01842313636	0.003536976165		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0002734343434	0.00007906079512
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01841160227	0.00657468449		org.springframework.web.util.UriComponents.expandUriComponent(java.lang.String,org.springframework.web.util.UriComponents$UriTemplateVariables,java.util.function.UnaryOperator)	0.0002711111111	0.00009298820267
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01840845455	0.003677817599		org.springframework.web.util.UriComponents.getScheme()	0.0002685858586	0.00008495239429
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01840096591	0.005879914657		org.springframework.web.util.DefaultUriBuilderFactory.access$000(org.springframework.web.util.DefaultUriBuilderFactory)	0.0002682828283	0.00006692571495
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01837426136	0.003910490819		org.springframework.core.ResolvableType.getRawClass()	0.0002671717172	0.00008404857186
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.018352625	0.007390585197		org.springframework.core.SerializableTypeWrapper.unwrap(java.lang.reflect.Type)	0.0002667979798	0.0000639360444
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.01834144318	0.006757667194		org.springframework.web.reactive.function.client.DefaultWebClient.access$500(org.springframework.web.reactive.function.client.DefaultWebClient)	0.0002653333333	0.0000830978491
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01834079545	0.004229456252		org.springframework.util.CollectionUtils.isEmpty(java.util.Map)	0.000265040404	0.00009360263305
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01828625	0.005046639587		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0002647474747	0.00009185851477
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01826860227	0.003892081263		org.springframework.util.LinkedCaseInsensitiveMap.removeEldestEntry(java.util.Map$Entry)	0.0002645454545	0.00006393956628
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01822805682	0.004440650092		org.springframework.web.util.UriComponents.getFragment()	0.0002613232323	0.000108716091
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.018156375	0.003646176918		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0002602727273	0.00008574448985
org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.01810528409	0.005997141171		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0002597373737	0.00006675624071
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01810427273	0.006375092678		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0002573535354	0.00009183838606
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01807894318	0.007483181605		org.springframework.core.ResolvableType.resolve(java.lang.Class)	0.0002571111111	0.0000848250593
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01807319318	0.006740796365		org.springframework.core.ResolvableType.getRawClass()	0.000257020202	0.00008379616681
org.springframework.util.LinkedCaseInsensitiveMap$1.removeEldestEntry(java.util.Map$Entry)	0.018073125	0.004613205676		org.springframework.util.LinkedCaseInsensitiveMap.removeEldestEntry(java.util.Map$Entry)	0.0002553636364	0.00006718727852
org.springframework.util.LinkedCaseInsensitiveMap.convertKey(java.lang.String)	0.01807239773	0.004051816202		org.springframework.util.LinkedCaseInsensitiveMap.removeEldestEntry(java.util.Map$Entry)	0.000254	0.00006253855377
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01802569318	0.005196550284		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0002529292929	0.00007258965234
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01801293182	0.004009911606		org.springframework.web.reactive.function.client.DefaultWebClient.access$300(org.springframework.web.reactive.function.client.DefaultWebClient)	0.0002517979798	0.00008071473396
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.01797820455	0.004766666021		org.springframework.util.LinkedCaseInsensitiveMap.removeEldestEntry(java.util.Map$Entry)	0.0002508484848	0.00006222626741
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01797273864	0.003609140727		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0002505151515	0.00006477815501
org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.01791417045	0.00607433169		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0002501212121	0.000090406073
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01790723864	0.00489642901		org.springframework.web.reactive.function.client.DefaultExchangeStrategiesBuilder$DefaultExchangeStrategies.messageReaders()	0.0002481919192	0.00008166668853
org.springframework.core.ResolvableType.calculateHashCode()	0.01783515909	0.003116020404		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0002457979798	0.0000909909508
org.springframework.web.util.HierarchicalUriComponents$Type.isUnreserved(int)	0.017814125	0.004020832644		org.springframework.util.Assert.notNull(java.lang.Object,java.lang.String)	0.0002441515152	0.00007710524929
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01779643182	0.003119444774		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0002433030303	0.00007221718849
org.springframework.util.Assert.hasLength(java.lang.String,java.lang.String)	0.01777352273	0.005649354466		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0002423535354	0.00007133691766
org.springframework.core.ResolvableType.calculateHashCode()	0.01776931818	0.00430415735		org.springframework.util.LinkedCaseInsensitiveMap.getLocale()	0.0002401616162	0.00007455561372
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01776535227	0.006722220739		org.springframework.web.reactive.function.client.DefaultClientResponse.access$100(org.springframework.web.reactive.function.client.DefaultClientResponse)	0.0002393333333	0.00007697487456
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01776054545	0.003416733115		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0002385757576	0.00008852336231
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01775561364	0.00530277039		org.springframework.util.MimeType.getSubtype()	0.0002371111111	0.00006410579779
org.springframework.web.util.HierarchicalUriComponents$Type$1.isAllowed(int)	0.01773871591	0.003810976968		org.springframework.web.util.UriComponents.getFragment()	0.000237020202	0.0000627013089
org.springframework.core.ResolvableType.getType()	0.01773301136	0.003546521694		org.springframework.web.util.HierarchicalUriComponents$Type.isAlpha(int)	0.0002368888889	0.00006756185178
org.springframework.core.ResolvableType.calculateHashCode()	0.01767442045	0.004434765892		org.springframework.web.util.UriComponents.getFragment()	0.0002365757576	0.0001835692747
org.springframework.http.client.reactive.ReactorClientHttpConnector.adaptHttpMethod(org.springframework.http.HttpMethod)	0.01766490909	0.003714464349		org.springframework.http.HttpStatus.access$000(org.springframework.http.HttpStatus)	0.0002360707071	0.0002819075804
org.springframework.util.ConcurrentReferenceHashMap$Segment.restructureIfNecessary(boolean)	0.01764178409	0.003959215396		org.springframework.util.MimeType.getType()	0.000236010101	0.00007607366113
